,pre_pt_root_id,post_pt_root_id,sum_size,index_pre,index_post,C,cell_type_pre,cell_type_post
12671,864691135367058169,864691135397405985,2832,1658,7144,-0.05643965537188821,L4,L2/3
12673,864691135367058169,864691135272844305,61368,1658,2267,-0.055582508399249324,L4,L2/3
12674,864691135367058169,864691135874462094,29864,1658,11933,0.022235010610271944,L4,L2/3
12680,864691135367058169,864691136194737384,2804,1658,7284,0.002012991909315811,L4,L2/3
12682,864691135367058169,864691135772053835,4352,1658,3944,0.08020673223743845,L4,L2/3
12683,864691135367058169,864691135976964931,3212,1658,10982,-0.1052532016963902,L4,L2/3
12684,864691135367058169,864691136452082687,11676,1658,8057,-0.05970063575457623,L4,L2/3
12685,864691135367058169,864691136176125446,21240,1658,4240,-0.01225112915514738,L4,L2/3
12688,864691135367058169,864691137054223478,1076,1658,2088,0.07293432346583266,L4,L2/3
12689,864691135367058169,864691136110024120,9964,1658,6278,-0.06696866196447497,L4,L2/3
12691,864691135367058169,864691136051345651,10992,1658,5165,-0.01891905835115895,L4,L2/3
12692,864691135367058169,864691136005640906,5256,1658,8124,0.09949550448345339,L4,L2/3
12693,864691135367058169,864691135211266752,74700,1658,11255,0.024185775936041612,L4,L2/3
12694,864691135367058169,864691136774067054,6768,1658,2213,0.00604125815081994,L4,L2/3
12695,864691135367058169,864691135105115469,1200,1658,7138,-0.09900704368124327,L4,L2/3
12696,864691135367058169,864691136056342744,34228,1658,11934,-0.11103623542177343,L4,L2/3
12699,864691135367058169,864691135888505993,2732,1658,9020,-0.0485404368084699,L4,L2/3
12701,864691135367058169,864691135445633170,3240,1658,5158,-0.028090491253798908,L4,L2/3
12729,864691135701561723,864691135809443532,1664,9730,11330,-0.1715321280952377,L4,L2/3
12732,864691135759652174,864691135809443532,1256,682,11330,0.06004253245092736,L4,L2/3
12733,864691135701561723,864691135716104986,2268,9730,7915,0.3760342442183712,L4,L2/3
12747,864691135701561723,864691135478830534,6284,9730,5643,0.2570613758231572,L4,L2/3
12748,864691135565709655,864691135478830534,4744,9811,5643,0.05891198789036636,L4,L2/3
12754,864691135701561723,864691135476620200,1596,9730,490,0.13906255306235113,L4,L2/3
12756,864691135988227075,864691135476620200,4468,7527,490,-0.07452424298002719,L4,L2/3
12759,864691135701561723,864691135509989129,9040,9730,4434,0.18107632395301188,L4,L2/3
12760,864691135701561723,864691136330052842,13020,9730,11460,-0.10744164398061419,L4,L2/3
12762,864691135701561723,864691135475620160,804,9730,10766,0.18890979448569348,L4,L2/3
12771,864691135577945861,864691135783495987,1904,3383,5478,0.005648859899509912,L4,L2/3
12775,864691136275178765,864691135517024467,6552,1351,6442,-0.012600840428978135,L4,L2/3
12777,864691135361192007,864691135517024467,4712,10136,6442,0.16367991892759876,L4,L2/3
12778,864691135156708964,864691135517024467,2588,9741,6442,0.2823684573328881,L4,L2/3
12781,864691135577945861,864691135517024467,2224,3383,6442,-0.06478697712140624,L4,L2/3
12782,864691136974714396,864691135517024467,3088,4437,6442,0.14843100694168657,L4,L2/3
12809,864691136066697624,864691135698591253,3564,8394,3212,-0.2295051596853988,L4,L2/3
12817,864691135777851232,864691135698591253,3000,1393,3212,-0.11516122761545541,L4,L2/3
12822,864691136275178765,864691135591018763,180,1351,353,-0.15305176038507057,L4,L2/3
12827,864691136144224308,864691135591018763,26420,5886,353,0.0633291520189399,L4,L2/3
12861,864691135156708964,864691135864572542,1156,9741,2502,0.18730188271219086,L4,L2/3
