,pre_pt_root_id,post_pt_root_id,sum_size,index_pre,index_post,C,cell_type_pre,cell_type_post
148,864691135441756744,864691135479049414,3472,10228,2675,0.2252640507426604,L4a,L5a
149,864691136309871706,864691135479049414,3492,2232,2675,0.05734836217814228,L2a,L5a
150,864691136228183377,864691135502350914,3444,9201,1767,0.1302798448141104,L4c,L5ET
151,864691135155894884,864691135502350914,6108,2145,1767,0.05303533820871403,L2a,L5ET
152,864691135582733933,864691135502350914,25564,3567,1767,0.04918886652053025,L3c,L5ET
153,864691135591291659,864691135502350914,3116,2557,1767,-0.016950279248974586,L3c,L5ET
154,864691135759091534,864691135502350914,29548,329,1767,-0.16758532489908615,L3c,L5ET
155,864691135783492659,864691135502350914,17608,2529,1767,0.04361192592175448,L4a,L5ET
156,864691135367058169,864691135502350914,22232,1658,1767,0.07851674871846588,L4c,L5ET
157,864691135292991414,864691135502350914,10624,4056,1767,-0.015656346640276673,L2a,L5ET
158,864691135100604448,864691135502350914,19060,11258,1767,0.3119437789340987,L3a,L5ET
159,864691135697111962,864691135502350914,19896,1199,1767,0.4446721452275057,L3a,L5ET
160,864691135910761897,864691135502350914,8788,7249,1767,0.14309068893565477,L3c,L5ET
161,864691135565696599,864691135502350914,5452,223,1767,-0.19376356699835187,L3b,L5ET
162,864691135615222475,864691135502350914,23676,4589,1767,0.3512112164303874,L4a,L5ET
163,864691135874156430,864691135502350914,24100,7237,1767,0.1465195904500007,L3b,L5ET
164,864691135213783424,864691135502350914,1572,3542,1767,-0.2959911286773753,L3c,L5ET
165,864691135397503777,864691135502350914,7384,5154,1767,-0.1331200689137575,L2a,L5ET
166,864691135884521840,864691135502350914,4764,10931,1767,-0.0085543267434608,L3a,L5ET
167,864691136228183377,864691136274035469,18892,9201,9492,0.08546673418244484,L4c,L5ET
168,864691135582733933,864691136274035469,4616,3567,9492,-0.01328526762088466,L3c,L5ET
169,864691135726100543,864691136274035469,468,4787,9492,0.25139120830523015,L5a,L5ET
170,864691135082846711,864691136274035469,5172,4420,9492,0.079635305330558,L3c,L5ET
171,864691136923990500,864691136274035469,5056,372,9492,-0.06614344542646686,L3c,L5ET
172,864691135100604448,864691136274035469,46600,11258,9492,0.006326140897676885,L3a,L5ET
173,864691135851626695,864691136274035469,4548,11184,9492,-0.03905643053159166,L3a,L5ET
174,864691135919483824,864691136274035469,11796,3472,9492,0.13372520389067544,L3b,L5ET
175,864691134941194851,864691136274035469,46496,8762,9492,-0.018487794855898743,L3b,L5ET
176,864691135473091634,864691136274035469,8868,11597,9492,-0.04673246053266418,L3b,L5ET
177,864691135491208679,864691136274035469,3024,1078,9492,-0.0049034192453268925,L3a,L5ET
178,864691136117180068,864691136274035469,42708,10796,9492,0.03720733861788603,L3a,L5ET
179,864691136974787868,864691136274035469,6000,2404,9492,0.037377772348385435,L4a,L5ET
180,864691136009620908,864691136274035469,9584,4431,9492,0.2228168658446415,L3c,L5ET
181,864691136009055404,864691136274035469,23916,5428,9492,0.09958823136138678,L3c,L5ET
182,864691135856845358,864691136274035469,3244,8718,9492,0.18086547059618763,L3b,L5ET
183,864691135857302830,864691136274035469,1280,1360,9492,0.17104814953539138,L4b,L5ET
184,864691135661016816,864691136274035469,9760,11853,9492,0.0724734915268228,L3a,L5ET
185,864691136334904499,864691136274035469,1952,1507,9492,-0.09802091981241898,L3c,L5ET
186,864691136274483469,864691136274035469,4656,5161,9492,-0.05495350830003447,L2b,L5ET
187,864691135568858604,864691136274035469,10372,11115,9492,-0.10425194208708015,L3a,L5ET
188,864691136227484753,864691136274035469,19176,4279,9492,0.23270893822715638,L3c,L5ET
189,864691136228183377,864691135509789449,6692,9201,4544,0.039913218553497276,L4c,L3c
190,864691135275253989,864691135509789449,11244,3189,4544,0.09582084833966667,L2a,L3c
191,864691136228125521,864691135509789449,9000,8582,4544,0.039882191332437804,L4a,L3c
192,864691135777736032,864691135509789449,15652,10141,4544,-0.03500212903832547,L4a,L3c
193,864691136040443134,864691135509789449,240,234,4544,0.12383508263553399,L3c,L3c
194,864691134965653279,864691135509789449,1824,5445,4544,0.08508491147476949,L4a,L3c
195,864691135066182980,864691135509789449,30524,4554,4544,0.062226648843807186,L3c,L3c
196,864691135856845358,864691135509789449,1696,8718,4544,-0.009444828870002947,L3b,L3c
197,864691136228183377,864691136137678973,8432,9201,2376,-0.002735396096765647,L4c,L4a
198,864691135155894884,864691136137678973,32364,2145,2376,-0.16190451817645138,L2a,L4a
199,864691135885042032,864691136137678973,2664,2549,2376,-0.08176720128566752,L4a,L4a
200,864691135857222958,864691136137678973,14072,10484,2376,0.22884905660342988,L4a,L4a
201,864691136052035059,864691136137678973,21916,771,2376,0.1964932908033306,L4b,L4a
202,864691135700475426,864691136137678973,12124,4231,2376,0.2693100361478996,L2b,L4a
203,864691136228183377,864691135762864182,3040,9201,222,0.33502900226101456,L4c,L3a
204,864691135591041291,864691135762864182,42988,2091,222,-0.005692903114645956,L2a,L3a
205,864691135976202563,864691135762864182,2688,5567,222,0.05490599543139394,L3c,L3a
206,864691135491208679,864691135762864182,12160,1078,222,0.2489976158388617,L3a,L3a
207,864691135582259309,864691135762864182,2856,11269,222,0.08761565093360268,L3a,L3a
208,864691134965653279,864691135762864182,19192,5445,222,0.1138246733095663,L4a,L3a
209,864691136106122969,864691135762864182,21212,8895,222,-0.12261281396942396,L3c,L3a
210,864691135594123307,864691135762864182,25476,8573,222,0.1266380955106234,L3a,L3a
211,864691135988078595,864691135762864182,20712,7336,222,0.0007120960961112704,L3a,L3a
212,864691135685170871,864691135762864182,2816,10902,222,0.12916745120004838,L2a,L3a
213,864691135754777037,864691135762864182,21780,6423,222,-0.06495039970638601,L4a,L3a
214,864691135942378612,864691135762864182,13740,621,222,0.28053779115345295,L4c,L3a
215,864691135294197260,864691135762864182,10604,10797,222,0.31211535611980606,L2b,L3a
216,864691136990504853,864691135762864182,16764,3047,222,0.02698462850923316,L2a,L3a
217,864691136056902616,864691135762864182,18852,221,222,0.1832374074430325,L3b,L3a
218,864691136228183377,864691135938110980,19264,9201,3745,0.017276321656678632,L4c,L5a
219,864691135885042032,864691135938110980,2568,2549,3745,0.2841341565236518,L4a,L5a
220,864691135697223834,864691135938110980,4776,7684,3745,-0.03736903766566401,L5b,L5a
221,864691135759685966,864691135938110980,5096,2759,3745,0.4747334042345123,L5a,L5a
222,864691135518453642,864691135938110980,7768,394,3745,-0.17337437896024416,L3c,L5a
223,864691136228183377,864691135156839780,6912,9201,2392,0.18567602885666995,L4c,L3c
224,864691135591291659,864691135156839780,3196,2557,2392,0.04087529955103785,L3c,L3c
225,864691135737916036,864691135156839780,11332,2405,2392,0.09193346213614927,L4b,L3c
226,864691136136778621,864691135156839780,2792,1007,2392,-0.024080954216257267,L3a,L3c
227,864691135763000374,864691135156839780,2340,10135,2392,-0.07225770296815213,L4a,L3c
228,864691136195396684,864691135156839780,10680,10322,2392,0.13135217930064075,L4b,L3c
229,864691136052035059,864691135156839780,560,771,2392,-0.0024930057851682524,L4b,L3c
230,864691136228183377,864691135429423346,13888,9201,2929,0.146379416906748,L4c,L6CT
231,864691135782702387,864691135429423346,956,497,2929,0.02041626487203317,L3c,L6CT
232,864691136136778621,864691135429423346,2764,1007,2929,0.14491924560933023,L3a,L6CT
233,864691135213783424,864691135429423346,3664,3542,2929,0.06476388939966217,L3c,L6CT
234,864691135700475426,864691135429423346,6424,4231,2929,-0.02812225195391874,L2b,L6CT
235,864691136228183377,864691136444772227,3480,9201,4767,0.14815341644322294,L4c,L4c
236,864691135759686990,864691136444772227,3224,4779,4767,-0.05547096741749892,L4c,L4c
237,864691135753932237,864691136444772227,2504,4563,4767,0.19718889944137202,L4a,L4c
238,864691135256861871,864691136444772227,2996,1677,4767,0.12409303322667557,L6a,L4c
239,864691136175901190,864691136444772227,3516,9508,4767,-0.017112702245305162,L6a,L4c
240,864691136228183377,864691135446530194,8376,9201,10137,0.12941322181852807,L4c,L4a
241,864691136275178765,864691135446530194,14164,1351,10137,0.10917013675567006,L4b,L4a
242,864691136023889209,864691135446530194,5584,10490,10137,-0.061631857249463844,L4a,L4a
243,864691136287598787,864691135446530194,15000,2501,10137,-0.10078457149621226,L3c,L4a
244,864691135719651633,864691135446530194,1504,5804,10137,0.27119075307587576,L4c,L4a
245,864691136974726940,864691135446530194,1504,1448,10137,0.2316888019718749,L4a,L4a
246,864691136195208424,864691135446530194,10936,4423,10137,0.07056769934741063,L4a,L4a
247,864691136228183377,864691136134710667,7940,9201,1654,0.1267626491467104,L4c,L5b
248,864691136195396684,864691136134710667,3400,10322,1654,-0.09011993378435613,L4b,L5b
249,864691135429763120,864691136134710667,17224,88,1654,-0.03478602012455201,L3b,L5b
250,864691135469422674,864691136134710667,21792,6391,1654,-0.11460016876583738,L3c,L5b
251,864691136228183377,864691135308222790,440,9201,3769,0.008870105307928686,L4c,L5a
252,864691135725354411,864691135308222790,7260,714,3769,0.07326142997041996,L4b,L5a
253,864691135615222475,864691135308222790,3060,4589,3769,0.0028856386416715716,L4a,L5a
254,864691135719651633,864691135308222790,12620,5804,3769,0.3166721093343436,L4c,L5a
255,864691136195396684,864691135308222790,11112,10322,3769,0.1560655212411888,L4b,L5a
256,864691135685162423,864691135308222790,3272,9260,3769,0.03490144326329442,L4a,L5a
257,864691135113733529,864691135308222790,22684,548,3769,-0.07644679581505372,L4b,L5a
258,864691136228183377,864691136005338058,1364,9201,2386,0.04422366210502024,L4c,L4a
259,864691136209328060,864691136005338058,5640,5517,2386,0.028455045959522675,L3c,L4a
260,864691135491268455,864691136005338058,3024,3385,2386,-0.02684569581485445,L4a,L4a
261,864691136974714396,864691136005338058,7188,4437,2386,0.03580860478036597,L4a,L4a
262,864691136228183377,864691135582552173,20676,9201,5683,0.09595624519793407,L4c,L3c
263,864691135867716374,864691135582552173,3660,5151,5683,0.11122066792574388,L2a,L3c
264,864691136209328060,864691135582552173,23084,5517,5683,0.07007187376670153,L3c,L3c
265,864691136371796872,864691135582552173,736,6412,5683,0.21279471457387153,L3b,L3c
266,864691135156708964,864691135582552173,3336,9741,5683,0.2188001792863755,L4b,L3c
267,864691134965653279,864691135582552173,19800,5445,5683,-0.13452087865729664,L4a,L3c
268,864691136228183377,864691135749306921,16388,9201,8009,0.09712927056611678,L4c,L3c
269,864691135697002138,864691135749306921,36616,7238,8009,-0.07142293656070005,L3c,L3c
270,864691134941194851,864691135749306921,9484,8762,8009,-0.07262105281900884,L3b,L3c
271,864691135615222475,864691135749306921,16292,4589,8009,0.10252184249029249,L4a,L3c
272,864691136009620908,864691135749306921,4812,4431,8009,0.08332831863016335,L3c,L3c
273,864691136912172017,864691135749306921,27196,4763,8009,0.15461552599760195,L4c,L3c
274,864691136210333628,864691135749306921,2612,6424,8009,-0.03865270389932511,L3c,L3c
275,864691136228183377,864691135954732808,17072,9201,5781,-0.09790234562534582,L4c,L4c
276,864691135988227075,864691135954732808,3292,7527,5781,-0.15823522202322543,L4a,L4c
277,864691136210344380,864691135954732808,2228,1430,5781,0.06637936209854908,L4a,L4c
278,864691135374854985,864691135954732808,1488,3398,5781,-0.09614892566643092,L4a,L4c
279,864691135916301158,864691135954732808,6740,620,5781,-0.006257036690330341,L4a,L4c
280,864691135762879286,864691135954732808,5096,4042,5781,0.06272478211105346,L2b,L4c
281,864691135491204327,864691135954732808,3996,4266,5781,-0.027601286837124317,L3b,L4c
282,864691136228183377,864691135584908664,6588,9201,4595,-0.03310838044220097,L4c,L3c
283,864691135582733933,864691135584908664,9308,3567,4595,0.09627212852083408,L3c,L3c
284,864691135591291659,864691135584908664,664,2557,4595,0.2969923480690824,L3c,L3c
285,864691135857146158,864691135584908664,14356,1361,4595,0.21010951889823723,L4a,L3c
286,864691135387675521,864691135584908664,6512,2079,4595,0.16371877108132601,L2a,L3c
287,864691135753932237,864691135584908664,10792,4563,4595,0.07556261886526187,L4a,L3c
288,864691135582259309,864691135584908664,1108,11269,4595,0.14710683545101066,L3a,L3c
289,864691135511563472,864691135584908664,15916,7333,4595,-0.06531916026533503,L3b,L3c
290,864691135838392723,864691135584908664,12504,4422,4595,0.1885742610426262,L4a,L3c
291,864691134941194083,864691135584908664,5944,6788,4595,0.127755492745231,L4c,L3c
292,864691136085404268,864691135584908664,192,4430,4595,-0.04239273735491609,L4a,L3c
293,864691136228183377,864691135014211734,12848,9201,4888,-0.002120245392712923,L4c,L4c
294,864691134918495498,864691135014211734,2660,5882,4888,-0.01269606880604617,L4c,L4c
295,864691135725388459,864691135014211734,384,1405,4888,0.22462141220165777,L4a,L4c
296,864691135763000374,864691135014211734,2504,10135,4888,0.3652535345784897,L4a,L4c
297,864691135429763120,864691135014211734,11456,88,4888,-0.06861952755007175,L3b,L4c
298,864691135386015061,864691135014211734,2860,4785,4888,0.061268091436173136,L5a,L4c
299,864691136228183377,864691135609687047,2360,9201,3723,0.2365588755292929,L4c,L4c
300,864691134918495498,864691135609687047,1864,5882,3723,0.06578866854113864,L4c,L4c
301,864691135591291659,864691135609687047,3184,2557,3723,-0.057994061611053215,L3c,L4c
302,864691135473146162,864691135609687047,780,4438,3723,0.10362839729137201,L4a,L4c
303,864691135059717787,864691135609687047,3216,10489,3723,0.46094404789652005,L4b,L4c
304,864691136287598787,864691135609687047,5224,2501,3723,0.14281596410399344,L3c,L4c
305,864691137020787054,864691135609687047,11780,611,3723,0.27316564151529843,L4b,L4c
306,864691135304471719,864691135609687047,2664,10480,3723,0.11762828379985263,L4a,L4c
307,864691136228183377,864691136085266796,7628,9201,6908,0.1528486667908849,L4c,L4c
308,864691134918495498,864691136085266796,4876,5882,6908,-0.14078730159144986,L4c,L4c
309,864691135565709655,864691136085266796,5800,9811,6908,0.12622606377929663,L4a,L4c
310,864691136228183377,864691135991837633,296,9201,6772,-0.005209261440063782,L4c,L4c
311,864691135852005063,864691135991837633,22716,9731,6772,0.16202544595391558,L4b,L4c
312,864691135386455381,864691135991837633,2712,4223,6772,-0.06811420901356188,L2a,L4c
313,864691136066697624,864691135991837633,14104,8394,6772,-0.17499963017261275,L4b,L4c
314,864691136595685282,864691135991837633,33596,231,6772,0.07154421387736362,L3b,L4c
315,864691135856895534,864691135991837633,15900,6567,6772,-0.11121675960919164,L3b,L4c
